Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
2nd (51);05:20;9;-2;3;5;22;0;2;12;2;0;2;6;3;6;no;10;5;0;2;3;4;2;0
3rd (48);06:07;2;-3;1;7;5;31;0;5;3;0;2;8;3;2;no;13;2;7;1;2;1;2;0
4th (36);06:21;5;-4;2;15;16;0;2;0;3;3;2;6;1;5;yes;1;4;0;0;2;3;2;1
1st (65);04:39;18;0;5;20;18;0;4;0;4;1;1;8;16;7;no;8;4;0;0;4;1;4;0
2nd (52);05:19;4;-4;2;7;26;10;0;7;3;0;0;8;7;3;no;13;4;3;1;2;3;1;1
3rd (45);06:22;4;-4;3;10;4;18;3;7;3;0;4;18;10;6;no;12;1;5;1;3;2;3;0
4th (41);07:05;10;-4;3;3;7;10;3;9;3;0;0;9;10;8;no;9;2;2;1;3;4;3;2
1st (66);05:31;0;-6;1;2;0;55;0;14;1;0;6;2;6;3;no;14;0;9;3;1;1;2;2
2nd (59);05:46;13;-1;3;0;36;0;0;8;1;0;3;6;14;9;no;13;8;0;1;4;1;2;1
3rd (51);06:27;9;-2;5;3;4;10;9;13;3;1;3;10;8;4;no;9;1;2;2;2;6;3;0
4th (40);05:14;12;-1;0;20;9;0;0;0;4;1;1;10;0;8;no;8;3;0;0;4;1;5;0
1st (69);04:08;18;0;4;10;17;0;0;20;3;0;1;12;12;9;no;12;3;0;2;5;1;3;1
2nd (62);05:36;17;0;7;10;0;10;9;9;3;0;2;9;12;6;yes;2;0;2;1;3;6;3;0
3rd (52);05:14;0;-5;3;3;20;10;0;21;3;0;2;10;11;1;no;14;5;3;3;1;1;3;2
4th (35);05:40;0;-6;1;10;21;9;0;0;3;0;3;14;10;5;yes;4;4;3;0;1;2;3;2
1st (61);07:24;14;0;0;20;17;0;4;6;4;0;3;13;9;6;no;8;5;0;1;3;4;1;0
2nd (50);04:00;17;0;2;7;15;0;0;9;2;2;1;20;8;8;no;11;3;0;2;3;1;4;1
3rd (43);05:18;0;-6;3;2;15;26;3;0;1;0;4;11;13;2;no;14;3;6;0;1;3;3;2
4th (41);04:06;0;-3;15;10;11;0;3;5;3;5;0;6;20;3;yes;3;2;0;1;2;3;2;0
1st (52);06:42;5;-1;8;10;17;0;7;6;3;0;1;12;15;5;no;12;4;0;1;2;3;3;2
2nd (50);05:44;2;-2;6;7;19;0;3;15;3;0;0;10;6;5;no;13;3;0;2;3;4;3;0
3rd (49);08:28;0;-4;2;10;2;26;5;8;3;0;4;11;7;4;yes;4;1;6;1;1;5;1;0
4th (45);06:00;17;-1;3;5;20;1;0;0;2;1;3;1;6;11;no;10;5;0;1;5;0;3;1
1st (54);07:38;18;0;6;13;5;0;0;12;3;1;1;2;18;7;no;8;1;0;2;4;2;5;0
2nd (54);06:51;9;-3;4;7;18;4;2;13;3;0;0;6;16;4;no;13;4;1;3;2;1;3;1
3rd (54);05:29;0;-6;1;10;5;36;0;8;3;1;5;20;2;0;no;12;2;8;1;0;3;0;0
4th (53);05:22;9;-3;3;3;26;10;5;0;2;1;2;14;6;1;no;14;5;3;0;1;3;3;2
1st (59);08:07;17;0;2;10;17;0;3;10;3;1;3;9;10;7;yes;4;4;0;1;3;3;3;0
2nd (48);06:11;0;-6;1;10;14;18;4;7;3;0;4;14;0;0;no;12;3;4;2;0;4;1;1
3rd (46);06:31;15;-1;4;10;2;16;0;0;3;0;2;10;14;10;yes;7;1;4;0;5;1;4;1
4th (45);06:13;3;-4;6;20;8;9;3;0;4;0;2;10;19;6;no;8;1;3;0;3;2;3;2
1st (61);07:16;9;-2;1;0;3;48;2;0;2;1;5;16;8;1;no;13;1;8;1;1;2;2;0
2nd (57);05:03;12;-1;5;20;9;0;5;7;4;0;3;6;9;8;no;8;2;0;1;4;5;2;0
3rd (52);08:55;13;-1;5;3;23;5;4;0;2;0;4;8;10;9;no;14;5;3;0;4;2;4;0
4th (47);04:04;0;-6;4;3;17;1;4;24;3;2;1;9;12;0;no;9;3;0;4;0;3;3;2
1st (60);06:20;12;-2;4;10;0;18;3;15;3;0;1;15;10;3;yes;5;0;4;3;2;2;4;0
2nd (55);07:03;0;-4;1;3;7;48;0;0;2;1;4;12;7;2;yes;2;2;8;0;1;1;1;2
3rd (52);06:45;5;-2;7;8;29;0;5;0;2;0;3;2;11;5;no;8;6;0;0;2;5;3;0
4th (49);04:47;12;-1;3;7;14;0;0;14;3;0;0;9;10;11;no;13;3;0;2;5;2;2;1
1st (56);05:40;18;0;1;10;17;0;0;10;3;1;2;9;4;5;yes;4;4;0;1;2;4;3;0
2nd (54);07:03;0;-6;1;5;29;25;0;0;2;0;5;5;9;0;no;10;5;6;0;0;0;2;3
3rd (47);06:45;18;0;4;15;2;0;3;5;3;2;0;14;1;9;yes;1;1;0;1;4;3;4;0
4th (34);05:04;0;-6;11;10;8;0;4;7;3;2;1;0;14;3;yes;5;2;0;1;1;3;4;2
1st (67);06:28;16;0;3;10;14;0;0;24;3;0;3;17;16;7;yes;5;4;0;3;3;2;2;1
2nd (58);04:49;18;0;10;7;6;0;9;8;2;1;0;7;21;7;no;11;1;0;1;3;4;5;1
3rd (53);08:08;0;-5;2;5;23;13;0;15;3;0;1;13;14;0;no;10;4;4;1;0;2;3;1
4th (49);04:44;0;-5;3;3;15;21;7;5;3;0;5;24;10;2;no;9;3;5;1;1;3;2;2
1st (56);05:09;14;0;3;10;13;1;7;8;3;0;0;14;6;6;yes;3;3;1;1;3;3;4;0
2nd (51);05:21;0;-6;6;20;9;0;8;14;4;0;1;8;8;0;no;8;2;0;2;0;4;4;2
3rd (51);03:09;14;0;5;10;16;0;6;0;3;0;3;2;12;8;yes;4;3;0;0;3;3;6;0
4th (48);06:49;0;-2;4;10;16;10;0;10;3;0;1;10;8;3;no;12;3;3;1;2;2;2;2
1st (60);04:32;10;0;9;10;0;0;4;27;3;0;0;11;20;5;yes;3;0;0;3;3;4;4;1
2nd (58);06:13;8;0;1;3;0;43;3;0;2;0;8;5;0;5;no;14;0;9;0;2;4;3;0
3rd (54);07:24;0;-1;2;20;29;0;4;0;4;0;1;12;7;5;no;8;5;0;0;2;3;2;2
4th (41);05:45;0;-5;1;10;17;9;0;9;3;1;5;8;9;3;yes;6;4;3;1;1;0;3;2
1st (69);05:42;5;-2;3;3;5;55;0;0;2;0;7;6;4;4;no;14;1;10;0;2;1;2;2
2nd (56);06:23;12;0;4;10;22;0;3;5;3;0;2;4;14;8;yes;3;4;0;1;4;2;3;1
3rd (55);06:11;1;-3;0;20;13;0;4;20;4;0;3;9;4;1;no;8;4;0;2;1;3;4;0
4th (40);06:59;8;-3;1;10;12;4;0;8;3;0;0;12;9;8;yes;6;2;1;2;3;1;3;3
1st (57);02:59;5;-2;5;7;33;0;3;6;3;0;1;16;15;4;no;13;6;0;1;3;2;3;0
2nd (56);03:24;13;-1;11;3;0;4;14;12;3;2;0;8;22;7;no;9;0;0;2;3;3;5;3
3rd (56);05:43;0;-5;2;20;23;0;0;16;4;0;2;10;10;0;no;8;6;0;2;0;3;3;0
4th (48);03:52;14;-2;0;10;0;21;0;5;3;0;3;17;4;9;no;12;0;6;1;4;3;1;0
1st (58);03:16;17;0;4;7;24;0;0;6;3;0;1;14;13;8;no;13;5;0;1;4;2;3;0
2nd (54);03:05;3;-3;2;3;9;38;2;0;2;0;5;4;6;6;no;14;2;8;0;3;3;2;0
3rd (50);04:04;11;-2;6;10;5;9;3;8;3;0;0;14;3;7;no;12;1;2;2;3;2;4;1
4th (49);02:51;3;-5;10;3;12;0;13;13;2;3;1;12;22;5;no;9;2;0;2;2;4;3;3
1st (59);03:27;13;-1;4;0;19;0;8;16;0;0;3;5;0;6;no;10;4;0;2;4;5;3;0
2nd (56);03:37;10;-2;2;10;7;26;3;0;3;0;3;18;10;6;no;12;1;6;0;3;1;3;1
3rd (54);02:50;0;-6;9;3;5;31;6;6;3;1;0;0;11;0;no;9;1;5;2;0;2;3;3
4th (49);03:00;13;-3;8;7;22;0;2;0;2;1;2;10;12;10;no;11;4;0;0;3;4;4;0
1st (59);04:04;18;0;6;7;13;0;8;7;2;0;1;4;9;9;no;11;3;0;1;4;3;5;0
2nd (53);04:10;8;-4;7;3;22;1;10;6;3;0;0;7;7;4;no;14;4;1;1;2;5;3;2
3rd (44);03:28;10;-2;0;13;11;4;0;8;3;2;0;12;0;3;no;8;3;2;1;2;2;3;0
4th (35);03:12;0;-6;6;5;17;13;0;0;2;1;2;2;9;0;no;12;4;3;1;0;2;4;1
1st (63);03:54;0;-4;8;10;6;43;0;0;3;1;6;8;15;0;no;12;1;9;0;0;0;2;2
2nd (62);02:48;17;-1;4;7;17;0;3;15;3;1;1;10;5;8;no;13;3;0;2;4;3;2;0
3rd (51);04:21;5;-3;5;10;25;0;4;5;3;0;1;7;10;3;yes;3;6;0;1;1;3;4;0
4th (42);04:25;10;-2;0;10;11;0;4;9;3;1;1;7;2;7;yes;4;3;0;1;3;4;3;0
1st (57);03:08;6;-4;2;3;21;21;0;8;2;0;5;8;14;4;no;14;4;6;1;2;1;3;1
2nd (54);03:21;14;-2;5;5;10;0;0;22;3;1;0;8;4;9;no;10;2;0;2;4;4;2;0
3rd (50);04:30;2;-4;3;7;29;0;0;13;2;1;4;8;6;3;no;11;7;0;2;1;0;4;1
4th (49);03:31;14;-2;5;20;0;0;6;6;4;1;0;12;12;9;no;8;0;0;1;4;4;3;1
1st (62);05:02;17;-1;5;5;14;0;0;22;3;1;1;15;12;8;no;10;3;0;2;4;2;2;1
2nd (52);05:26;5;-3;2;3;19;26;0;0;3;0;2;10;11;4;no;14;3;5;1;3;1;3;2
3rd (49);03:54;13;-2;6;7;5;13;3;4;3;1;2;5;16;8;no;13;1;4;1;3;3;2;0
4th (46);04:44;0;-5;3;10;21;4;3;10;3;0;3;18;9;0;no;12;5;2;2;0;2;4;0
1st (65);03:34;18;0;7;7;20;0;5;8;2;0;1;8;11;8;no;11;4;0;1;3;3;5;0
2nd (62);04:32;9;-2;6;13;11;0;5;20;3;0;2;7;14;1;no;8;2;0;2;1;4;5;1
3rd (58);03:00;8;-3;1;5;6;31;0;10;2;1;1;16;7;3;no;12;1;6;2;2;1;2;1
4th (53);04:31;0;-6;4;0;13;26;9;7;0;1;2;9;8;0;yes;2;3;6;1;0;3;1;3
1st (66);03:19;18;0;2;3;8;18;3;14;3;0;2;14;13;7;no;9;1;3;3;4;1;3;2
2nd (52);04:27;14;0;3;7;21;0;0;7;3;1;3;6;5;9;no;13;5;0;1;4;2;2;0
3rd (43);05:41;0;-4;1;3;7;36;0;0;3;0;4;14;12;6;no;14;2;8;0;3;3;2;0
4th (42);02:58;0;-6;3;15;22;0;0;8;3;2;1;4;8;0;yes;1;5;0;1;0;1;6;0
1st (56);02:56;18;0;4;7;8;0;0;19;3;0;0;10;7;9;no;13;2;0;3;5;3;2;0
2nd (53);03:24;1;-3;7;5;9;34;0;0;2;1;5;8;13;1;no;12;2;6;1;1;2;3;0
3rd (51);05:15;5;-3;4;20;16;0;9;0;4;0;1;10;6;4;no;8;3;0;0;2;2;5;2
4th (40);05:07;8;-4;3;5;16;0;3;9;3;1;2;10;12;7;no;10;3;0;1;3;3;3;1
1st (64);03:09;12;-1;14;7;27;0;5;0;2;0;0;11;32;8;no;11;5;0;0;3;3;5;0
2nd (61);03:01;0;-4;1;3;0;55;0;6;2;2;5;14;10;2;no;14;0;9;2;1;0;2;2
3rd (53);04:30;5;-2;1;20;25;0;4;0;4;0;4;12;4;5;no;8;6;0;0;2;2;3;1
4th (32);03:53;7;-1;3;2;3;5;0;13;1;1;1;22;13;8;no;12;1;3;2;4;3;0;3
1st (58);02:49;0;-6;3;10;4;43;4;0;3;0;6;14;0;0;no;12;1;9;0;0;4;1;0
2nd (56);04:11;10;-2;6;3;32;1;6;0;3;0;2;6;17;4;no;14;6;1;0;3;3;4;1
3rd (53);08:19;16;-2;6;7;11;0;0;15;2;2;1;7;10;9;no;11;2;0;2;3;2;4;1
4th (50);04:07;10;-2;5;10;16;0;3;8;3;0;3;4;4;6;yes;6;5;0;1;3;2;3;1
1st (61);08:14;17;0;2;3;7;4;4;24;3;1;2;15;6;8;no;14;2;2;3;4;4;2;0
2nd (46);08:12;14;0;1;20;8;1;2;0;4;1;2;20;6;9;no;8;1;1;0;4;4;2;1
3rd (43);07:22;0;-6;6;7;23;13;0;0;2;0;2;4;14;2;no;11;5;4;0;0;0;5;2
4th (38);05:50;0;-3;7;10;16;5;3;0;3;1;3;8;21;6;yes;3;3;3;0;3;1;3;1
1st (63);05:12;16;-2;4;3;19;13;0;10;3;1;4;12;12;7;no;14;4;4;1;3;1;3;1
2nd (54);05:40;10;-2;4;3;17;10;3;9;3;2;2;12;15;5;no;9;3;2;1;3;2;3;1
3rd (48);04:34;10;-2;0;20;8;0;0;12;4;1;0;10;4;4;no;8;2;0;2;2;2;4;1
4th (43);04:35;0;-6;10;7;7;16;9;0;3;1;5;7;10;3;no;13;1;5;0;1;6;0;1
1st (52);05:57;3;-4;6;7;17;18;5;0;2;0;3;14;6;2;no;11;3;4;1;0;5;3;0
2nd (48);04:03;18;0;4;8;6;0;4;8;2;0;1;4;13;12;no;8;1;0;1;6;1;4;3
3rd (48);06:30;5;-4;2;3;21;21;0;0;2;1;3;12;14;3;no;14;5;6;0;1;1;3;1
4th (43);06:37;9;-3;3;5;9;0;2;18;3;0;1;13;10;11;no;10;2;0;2;5;2;3;1
1st (54);10:57;12;-1;0;10;15;10;0;8;3;0;1;13;6;5;yes;2;3;2;1;3;4;2;0
2nd (53);07:53;9;-1;7;3;28;0;7;0;3;1;3;14;14;4;no;14;7;0;0;2;3;4;1
3rd (50);03:43;0;-6;3;0;6;43;4;0;0;0;6;8;15;0;no;11;1;9;0;0;2;4;2
4th (47);07:40;10;-1;5;5;14;4;0;10;2;1;1;12;12;7;no;12;3;2;1;3;2;4;0
1st (70);02:07;18;0;7;10;10;0;7;18;3;0;0;8;9;5;no;12;2;0;2;3;3;3;2
2nd (64);03:21;18;0;3;3;13;13;0;14;3;0;0;10;14;4;no;14;2;4;2;3;1;4;2
3rd (54);02:58;0;-6;3;5;12;31;0;9;3;1;4;13;10;0;no;10;3;7;0;0;2;2;0
4th (50);03:12;0;-6;7;20;20;0;9;0;4;2;2;10;8;0;no;8;5;0;0;0;5;2;0
1st (62);04:09;0;-5;4;2;6;55;0;0;1;1;6;10;12;1;no;12;1;9;1;1;0;2;2
2nd (61);04:00;16;0;10;7;7;0;11;10;2;0;1;17;12;6;no;11;2;0;2;2;7;2;1
3rd (60);06:47;18;0;3;3;27;0;3;6;3;1;0;10;14;6;no;14;6;0;1;4;1;3;2
4th (46);03:11;0;-5;3;20;19;0;3;6;4;1;1;16;15;1;no;8;4;0;1;1;4;3;0
1st (68);04:22;9;-1;5;20;16;0;9;10;4;0;0;14;8;3;no;8;3;0;1;2;3;5;0
2nd (55);04:26;0;-6;4;3;8;38;8;0;3;0;4;8;13;0;no;9;2;6;1;0;2;2;3
3rd (48);04:53;15;0;7;7;15;0;0;4;2;1;2;7;14;7;no;11;2;0;1;3;6;3;0
4th (45);03:47;5;-2;0;7;9;21;0;5;3;0;5;14;8;6;no;13;2;6;1;3;1;2;0
1st (67);02:46;0;-6;8;3;0;55;7;0;3;2;6;7;11;0;no;9;0;9;0;0;3;1;2
2nd (60);03:07;13;-1;0;7;19;0;0;22;2;1;1;11;0;6;no;11;3;0;3;3;2;4;0
3rd (53);03:26;10;-3;6;7;15;0;0;18;3;0;2;5;22;9;no;13;3;0;3;4;2;3;0
4th (50);05:01;12;-1;3;20;9;0;7;0;4;0;0;22;12;8;no;8;2;0;0;4;4;3;1
1st (61);02:33;17;0;5;7;19;0;6;7;3;0;1;4;7;6;no;13;3;0;2;4;3;3;0
2nd (48);03:17;3;-4;0;3;21;16;3;6;3;1;1;12;6;2;no;9;4;3;1;1;3;3;1
3rd (42);03:38;10;-3;4;2;8;21;0;0;1;0;5;11;9;9;no;12;2;6;0;3;3;2;1
4th (35);02:44;4;-3;4;20;10;0;0;0;4;3;0;4;9;5;no;8;3;0;0;3;0;5;0
1st (58);03:06;0;-5;3;3;9;48;0;0;2;0;3;2;11;0;no;14;2;8;1;0;0;5;2
2nd (52);03:52;9;-1;8;7;19;0;5;5;2;0;3;6;8;7;no;11;4;0;1;3;5;3;0
3rd (47);03:21;12;0;0;7;13;0;3;12;3;1;0;12;2;7;no;13;3;0;2;4;1;3;1
4th (45);05:33;8;-3;3;15;19;0;3;0;3;1;0;7;6;5;yes;1;4;0;0;2;3;3;2
1st (49);03:16;16;0;1;7;5;10;0;10;3;1;0;6;4;8;no;13;1;3;2;4;2;2;0
2nd (46);03:49;8;0;7;15;12;0;4;0;3;2;0;2;13;6;yes;1;3;0;0;3;2;4;1
3rd (44);02:56;0;-4;10;10;12;0;9;7;3;0;3;9;2;1;no;12;3;0;2;1;6;3;0
4th (36);05:20;0;-2;1;10;11;1;0;15;3;2;0;8;6;6;yes;2;2;0;2;3;0;6;0
1st (62);02:40;16;-2;0;3;7;38;0;0;3;2;5;16;4;7;no;14;1;7;1;3;2;2;0
2nd (55);03:13;15;0;6;7;19;0;3;5;2;0;2;5;12;9;no;11;4;0;1;3;4;3;1
3rd (43);03:01;1;-4;4;7;17;0;3;15;3;2;1;10;6;3;no;13;4;0;3;2;2;2;0
4th (39);03:02;1;-5;8;3;10;13;9;0;1;0;2;6;15;4;yes;1;2;4;0;2;3;3;3
1st (67);02:52;18;0;3;5;14;0;10;17;3;1;3;7;0;4;no;10;3;0;1;3;5;2;0
2nd (62);03:44;18;0;5;10;19;0;4;6;3;0;1;20;12;6;no;12;4;0;1;3;2;4;1
3rd (50);03:02;0;-6;3;7;5;26;2;13;3;1;2;4;9;0;no;13;1;6;2;0;2;2;1
4th (46);04:44;0;-6;9;3;18;13;0;9;3;1;2;8;18;0;no;9;3;2;2;0;4;3;2
1st (58);02:39;13;-1;8;7;16;0;9;6;3;0;0;2;12;4;no;13;3;0;1;3;3;4;1
2nd (58);03:32;12;-1;4;10;12;21;0;0;3;0;4;12;10;6;no;12;2;6;0;3;0;2;2
3rd (50);04:52;10;-4;5;5;13;0;3;18;3;0;1;15;12;8;no;10;3;0;2;3;3;3;1
4th (44);02:44;0;-5;3;3;18;10;7;8;2;0;4;7;2;1;yes;2;4;2;1;1;7;1;0
1st (61);05:29;9;-2;7;7;24;0;0;16;2;2;2;12;8;2;no;11;5;0;2;0;3;3;1
2nd (57);03:04;0;-6;9;3;5;38;0;8;1;0;2;8;35;0;yes;1;1;7;2;0;1;4;2
3rd (56);04:45;14;0;5;10;15;0;8;4;3;0;1;28;12;11;no;12;3;0;1;5;5;1;0
4th (46);02:45;8;-1;0;7;12;9;3;8;3;0;2;12;5;8;no;13;2;3;1;4;2;3;0
1st (64);04:47;14;-1;10;5;7;0;6;23;3;0;1;6;15;6;no;10;1;0;2;3;4;3;2
2nd (54);06:55;15;-1;2;3;21;10;4;0;3;1;2;6;6;7;no;14;4;3;0;4;1;4;1
3rd (44);05:54;0;-6;3;7;4;31;0;5;3;0;2;8;12;3;no;13;1;6;2;1;2;3;0
4th (44);04:41;6;-3;1;7;26;0;2;5;2;2;2;13;0;5;no;11;6;0;1;2;2;2;1
1st (64);05:57;16;0;3;3;6;31;0;5;3;1;4;12;10;6;no;14;1;7;1;3;2;2;1
2nd (58);05:09;18;0;4;5;5;0;3;23;3;0;2;8;11;9;no;10;1;0;2;5;3;3;1
3rd (49);04:48;0;-5;0;3;18;18;0;15;3;0;2;13;12;0;no;9;4;4;2;0;2;4;1
4th (42);03:35;0;-5;6;7;31;0;3;0;3;1;2;8;8;5;no;13;7;0;0;2;3;2;0
1st (62);04:43;16;-2;7;7;13;9;4;8;2;0;2;12;17;7;no;11;2;3;1;2;2;4;2
2nd (57);05:21;1;-4;5;10;12;26;3;4;3;1;3;20;14;1;no;12;3;6;1;1;1;2;0
3rd (54);05:41;16;0;3;7;26;2;0;0;3;2;1;12;14;5;no;13;5;2;0;3;0;3;0
4th (48);06:14;1;-4;7;3;9;10;7;15;3;0;2;11;10;1;no;14;3;3;2;1;7;2;0
1st (58);09:41;17;-1;4;20;4;0;6;8;4;0;0;7;6;9;no;8;1;0;1;4;4;3;1
2nd (53);06:34;7;-3;6;5;14;10;0;14;2;0;0;11;11;3;no;12;2;3;2;2;2;4;1
3rd (46);06:26;5;-5;1;10;9;16;3;7;3;0;3;14;8;5;yes;7;2;5;1;2;2;3;1
4th (43);08:08;7;-3;5;3;8;10;9;4;3;0;1;3;10;5;no;9;2;2;1;3;4;5;0
1st (62);06:15;18;0;6;3;24;0;0;11;2;1;1;6;16;10;no;14;6;0;1;5;1;4;0
2nd (53);04:59;13;-1;5;3;20;0;5;8;2;1;1;7;17;7;no;9;4;0;1;4;3;5;0
3rd (52);08:22;0;-6;2;3;17;26;0;10;1;0;2;13;7;1;no;11;3;5;2;0;3;2;2
4th (43);05:48;5;-5;2;10;0;31;0;0;3;0;3;20;6;8;no;12;0;7;0;3;2;1;2
1st (60);04:30;16;-1;5;10;21;0;9;0;3;0;3;7;8;7;yes;4;4;0;0;2;6;3;0
2nd (59);07:53;3;-3;4;0;0;36;3;16;0;0;5;2;5;2;yes;7;0;7;3;1;2;3;2
3rd (54);07:17;10;-2;0;7;17;17;0;5;3;0;4;16;7;6;no;13;3;5;1;3;1;2;0
4th (52);05:58;5;-4;2;20;17;0;0;12;4;1;1;5;10;3;no;8;5;0;1;1;1;4;1
1st (63);08:17;0;-6;1;3;13;43;0;9;2;1;5;10;4;0;no;14;3;9;1;0;1;2;1
2nd (62);05:19;10;-2;8;10;3;0;12;21;3;0;2;7;10;3;yes;3;1;0;3;2;6;3;0
3rd (53);06:20;16;-2;3;20;16;0;0;0;4;1;1;14;10;10;no;8;3;0;0;4;1;4;1
4th (49);03:52;10;-2;3;10;26;0;2;0;3;0;3;7;14;7;yes;6;6;0;0;3;3;2;1
1st (61);02:49;0;-5;3;3;6;38;6;10;3;0;3;6;4;0;no;9;1;7;2;0;2;2;3
2nd (57);02:39;18;0;8;5;9;0;9;8;2;0;1;1;4;7;no;10;2;0;1;4;5;4;0
3rd (48);02:44;4;-4;3;7;14;0;3;21;3;0;1;2;1;6;no;13;3;0;3;3;2;3;1
4th (39);03:40;13;-2;2;3;18;5;0;0;2;2;2;4;4;8;no;14;3;3;0;3;2;5;0
1st (57);03:41;11;-1;6;10;9;0;3;19;3;0;1;16;18;8;no;12;3;0;3;4;3;2;0
2nd (50);03:08;10;-3;3;20;16;0;4;0;4;0;0;16;13;9;no;8;3;0;0;4;2;4;1
3rd (46);06:23;8;-2;1;7;6;26;0;0;2;0;3;9;4;5;no;11;1;6;0;2;3;3;1
4th (34);04:07;5;-4;10;3;11;0;9;0;2;1;0;6;12;7;yes;7;2;0;0;3;4;5;2
1st (69);03:49;0;-5;3;3;7;55;0;6;2;0;5;10;8;0;no;14;2;10;1;0;2;1;2
2nd (64);03:15;11;-2;9;7;17;0;7;15;3;1;0;10;14;4;no;13;3;0;2;2;4;3;0
3rd (50);05:47;18;0;2;7;20;0;3;0;2;2;0;14;4;9;no;11;4;0;0;4;2;3;1
4th (47);04:22;6;-4;4;20;10;0;3;8;4;0;3;8;16;7;no;8;2;0;2;3;4;3;0
1st (68);03:33;12;-1;7;2;5;10;2;31;1;0;1;6;17;3;no;14;2;3;4;2;2;3;2
2nd (61);05:40;12;-1;1;7;8;13;3;18;3;0;2;11;5;6;no;13;2;4;2;3;2;2;0
3rd (56);03:29;10;-2;1;3;16;25;3;0;3;0;2;15;11;7;no;9;3;5;0;3;3;3;0
4th (46);03:44;0;-6;2;20;26;0;4;0;4;1;0;7;6;0;no;8;6;0;0;0;3;4;0
1st (60);04:04;12;0;8;3;14;4;9;10;2;0;3;4;10;6;no;14;3;2;1;3;5;4;0
2nd (52);03:58;12;-1;6;5;11;0;4;15;3;1;0;11;14;5;no;10;2;0;2;3;3;4;0
3rd (52);04:55;5;-4;2;3;17;26;3;0;3;0;2;16;10;6;no;9;3;4;1;2;2;3;3
4th (42);02:47;0;-4;4;10;7;25;0;0;3;1;4;8;5;4;no;12;1;6;0;2;1;3;1
1st (68);02:54;13;-1;5;7;17;0;3;24;3;0;0;2;12;4;no;13;4;0;3;3;1;4;0
2nd (55);02:15;13;0;6;20;7;0;2;7;4;0;0;4;21;6;no;8;1;0;1;3;2;6;1
3rd (50);03:12;0;-6;3;5;21;16;6;5;3;0;4;11;4;0;no;10;5;3;1;0;2;1;3
4th (48);05:04;5;-4;1;3;9;34;0;0;3;2;4;22;2;6;no;9;2;6;0;2;4;0;1
1st (61);03:54;17;0;6;7;22;0;4;5;3;0;1;2;15;8;no;13;4;0;1;4;2;4;0
2nd (56);06:36;0;-4;1;3;18;38;0;0;3;3;5;16;8;2;no;14;4;8;0;1;0;1;1
3rd (52);06:06;9;-2;7;10;0;9;3;16;3;1;2;16;14;6;no;12;0;3;2;3;2;4;0
4th (41);04:21;5;-3;8;7;18;0;4;2;2;1;1;7;4;5;no;11;5;0;1;1;4;4;0
1st (84);06:39;5;-3;3;3;0;76;0;0;3;0;5;14;10;1;no;14;0;11;1;1;3;2;0
2nd (63);04:16;18;0;8;10;0;0;5;22;3;0;2;3;10;8;yes;4;0;0;3;3;5;4;0
3rd (56);04:01;8;-4;3;10;25;0;3;11;3;0;2;18;6;7;no;12;5;0;1;3;1;4;1
4th (48);06:57;5;-5;5;3;22;4;6;8;1;0;2;2;11;3;yes;2;5;2;1;1;2;3;3
1st (52);05:42;18;0;5;3;14;0;0;12;2;3;0;10;12;6;no;9;3;0;1;3;2;4;1
2nd (52);05:04;18;0;4;5;3;0;7;15;3;0;0;9;4;8;no;10;1;0;2;4;4;3;1
3rd (51);05:31;0;-6;1;3;5;48;0;0;2;0;4;4;7;0;yes;7;2;8;1;0;3;3;0
4th (48);04:07;0;-6;7;7;30;1;9;0;2;0;1;12;12;2;no;11;5;1;0;0;3;5;2
1st (59);03:40;17;0;6;5;5;0;6;20;3;1;0;14;10;8;no;10;1;0;2;4;4;3;0
2nd (58);02:14;9;0;4;7;25;0;5;8;2;1;2;4;2;6;no;11;6;0;1;2;1;5;0
3rd (51);03:21;0;-3;1;3;26;10;0;14;2;0;1;4;9;3;no;14;5;2;3;2;0;4;2
4th (34);02:44;0;-5;8;3;4;18;6;0;2;1;5;8;9;6;no;9;1;6;0;2;6;0;2
1st (62);03:11;18;0;3;0;26;0;4;11;0;0;2;12;10;9;no;11;5;0;1;5;3;4;0
2nd (60);05:32;16;-1;4;10;13;0;3;15;3;0;2;13;4;7;no;12;3;0;2;3;3;4;0
3rd (51);07:41;0;-5;2;3;7;36;0;8;3;0;5;6;12;4;no;14;2;7;2;2;0;3;2
4th (44);04:06;1;-5;3;10;17;18;0;0;3;0;4;8;13;4;yes;2;4;4;0;2;2;2;1
1st (54);02:59;17;0;5;7;18;0;0;7;3;1;1;4;16;9;no;13;3;0;1;5;1;3;1
2nd (49);03:24;5;-3;5;2;12;25;3;0;1;0;7;4;12;5;no;12;2;7;0;2;1;3;2
3rd (45);04:00;5;-3;7;7;14;0;10;5;2;0;1;10;0;8;no;11;3;0;1;2;6;4;0
4th (45);03:25;4;-3;0;8;16;0;2;18;2;1;3;18;8;4;yes;1;5;0;3;3;1;3;0
1st (66);05:51;0;-4;1;3;3;48;6;9;3;0;4;8;2;0;no;9;1;8;1;0;3;0;3
