Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
3rd (46);08:53;9;0;8;3;11;0;9;6;3;0;2;6;6;6;no;14;2;0;1;3;6;6;0
4th (46);04:11;0;-6;1;10;3;38;0;0;3;1;5;9;7;2;yes;6;1;8;0;1;1;2;1
5th (42);04:05;0;-2;4;15;18;0;7;0;3;0;1;6;6;6;yes;1;4;0;0;3;2;4;2
1st (51);02:24;11;-2;5;10;13;1;3;10;3;0;1;18;12;8;no;12;3;1;2;4;2;2;1
2nd (50);03:20;14;-1;8;7;17;0;5;0;2;1;1;6;18;9;no;11;4;0;0;3;2;5;1
3rd (49);03:40;10;-2;10;10;12;0;9;0;3;0;2;10;15;7;yes;3;2;0;0;4;6;2;1
4th (45);06:30;8;-4;1;3;10;10;5;12;3;1;2;16;2;5;no;9;2;2;2;2;4;3;1
5th (43);02:39;1;-5;3;0;8;36;0;0;2;0;3;5;8;4;no;13;1;7;1;2;2;2;1
1st (62);04:36;5;-3;10;10;14;9;6;11;3;0;0;10;22;1;no;12;2;3;1;1;1;4;3
2nd (54);05:26;5;-5;2;3;13;36;0;0;3;2;4;16;14;3;no;9;3;6;1;1;1;1;3
3rd (53);07:04;9;0;4;7;16;0;2;15;3;0;4;6;15;9;no;13;4;0;2;4;3;2;0
4th (47);06:58;8;-4;5;3;11;16;3;5;3;2;3;14;12;5;no;14;2;5;1;2;1;4;1
5th (42);04:52;9;0;2;15;11;2;3;0;3;0;2;17;0;9;yes;1;2;2;0;4;5;2;0
1st (72);05:38;18;0;3;3;6;31;0;11;3;1;1;8;7;6;no;14;1;7;1;3;3;2;0
2nd (60);04:46;10;-1;4;7;16;0;4;20;2;0;1;14;14;4;no;11;3;0;3;2;2;4;2
3rd (52);03:46;0;-5;7;5;23;2;2;18;2;1;3;3;8;0;no;12;5;2;2;0;3;3;0
4th (50);04:34;0;-6;9;10;21;0;11;5;3;0;0;10;10;0;yes;6;4;0;1;0;5;2;3
5th (48);05:42;13;-1;1;10;7;18;0;0;3;0;2;14;10;7;yes;2;2;4;0;3;1;5;0
1st (58);04:59;9;-2;4;7;20;4;0;16;3;0;0;3;14;3;no;13;3;2;2;2;2;3;1
2nd (52);06:08;16;0;5;10;17;1;3;0;3;0;0;6;3;8;yes;2;4;0;0;4;3;4;0
3rd (49);04:35;14;-1;8;7;4;0;11;6;2;0;2;4;6;9;no;11;1;0;1;3;6;5;0
4th (46);03:54;0;-6;2;10;12;28;0;0;3;1;5;14;0;0;no;12;3;7;0;0;1;2;1
5th (39);04:13;3;-3;3;3;6;18;0;9;2;1;3;2;6;6;no;14;1;5;1;3;1;4;2
1st (56);03:40;14;-1;5;5;12;0;4;17;3;0;2;14;10;9;no;10;3;0;1;4;4;2;1
2nd (55);04:37;10;-2;4;10;15;0;0;18;3;0;0;6;9;6;no;12;3;0;2;3;1;5;1
3rd (53);03:31;6;-4;2;15;5;10;3;16;3;0;4;12;11;4;yes;1;1;4;2;2;2;3;1
4th (43);03:38;13;-3;1;0;6;26;0;0;0;0;7;5;4;8;no;11;1;6;1;3;2;3;2
5th (33);05:57;1;-4;2;7;20;1;0;6;3;1;0;6;9;7;no;13;4;1;1;3;0;4;1
1st (67);02:37;8;0;5;20;11;0;5;18;4;0;2;12;16;3;no;8;2;0;2;2;5;3;0
2nd (51);04:27;1;-4;5;10;0;13;3;23;3;0;1;22;9;1;no;12;0;4;3;1;2;3;2
2rd (51);04:30;18;0;5;7;21;0;0;0;2;3;2;10;2;9;no;11;5;0;0;4;2;2;0
4th (47);04:02;0;-3;6;3;15;26;0;0;3;0;2;0;15;3;no;14;3;6;0;2;1;4;2
5th (38);04:18;8;-4;1;10;13;5;0;5;3;0;1;8;10;8;yes;3;3;3;1;3;1;3;1
1st (56);06:00;13;-3;3;10;25;0;0;8;3;0;1;12;12;8;yes;6;5;0;1;3;2;3;1
2nd (50);05:04;10;-2;4;3;13;10;4;8;1;0;2;4;13;4;yes;2;3;2;2;2;2;4;2
3rd (48);09:20;5;-3;2;20;11;0;4;9;4;0;0;14;8;6;no;8;2;0;1;3;3;4;1
4th (46);06:11;16;-1;0;3;16;10;2;0;2;0;4;10;5;8;yes;7;4;4;0;4;1;4;0
5th (42);06:05;0;-5;6;3;6;26;6;0;1;1;7;4;6;0;yes;4;1;7;0;0;6;1;1
1st (61);05:34;3;-3;6;5;20;0;3;27;3;0;1;12;12;3;no;10;4;0;3;2;3;3;0
2nd (60);03:17;1;-3;2;3;2;55;0;0;3;1;5;10;12;1;no;9;1;9;0;1;0;2;2
3rd (55);06:56;10;-1;3;10;20;0;10;3;3;0;0;10;7;4;yes;7;4;0;1;2;2;4;3
4th (54);04:51;13;-2;5;20;14;0;4;0;4;0;1;14;13;10;no;8;3;0;0;4;3;2;2
5th (47);06:36;9;-1;9;7;8;0;10;5;2;1;3;9;11;7;no;11;1;0;1;2;7;3;1
1st (60);03:52;18;0;8;5;17;0;7;5;3;0;2;11;17;10;no;10;3;0;0;5;3;2;2
2nd (58);03:26;17;0;2;3;16;16;4;0;1;0;5;5;0;7;no;11;4;4;0;3;4;2;0
3rd (49);04:11;0;-3;2;13;5;0;4;28;3;0;1;14;13;3;no;8;1;0;4;2;3;4;1
4th (39);04:20;0;-2;0;10;18;4;3;6;3;0;3;5;3;3;yes;7;4;2;1;2;2;4;1
5th (33);03:50;0;-6;1;0;12;26;0;0;2;0;3;5;7;5;no;13;3;5;1;2;2;3;0
1st (56);05:20;13;-1;6;3;7;4;8;16;3;1;4;6;8;6;no;9;2;1;2;3;6;2;0
2nd (55);04:19;12;-1;4;7;23;10;0;0;2;0;0;18;14;8;no;11;4;3;0;3;1;4;1
3rd (48);08:20;0;-6;2;15;29;5;3;0;3;0;2;10;8;0;yes;1;6;3;0;0;2;3;1
4th (47);04:46;14;-1;2;10;0;16;0;6;3;1;3;16;10;9;yes;7;0;3;2;4;2;4;0
5th (32);06:37;5;-5;11;5;10;0;6;0;2;2;0;4;14;8;no;12;2;0;0;3;4;4;1
1st (68);02:45;10;-1;5;20;11;0;4;19;4;1;0;20;10;6;no;8;2;0;2;3;3;2;1
2nd (60);03:09;0;-6;1;3;14;48;0;0;2;0;7;14;12;3;yes;7;4;9;0;1;1;2;0
3rd (59);03:26;11;-2;3;5;32;0;0;10;3;0;0;10;18;6;no;10;6;0;0;3;1;4;1
4th (55);04:27;17;0;4;5;6;4;4;15;2;0;0;7;8;9;no;12;1;2;2;4;3;4;0
5th (41);03:13;1;-4;9;3;9;13;8;2;3;1;1;4;7;1;no;9;2;3;1;1;5;3;1
1st (58);03:58;13;-1;6;7;13;0;10;10;2;1;0;12;7;5;no;11;2;0;1;2;3;4;3
2nd (52);04:00;10;-2;3;3;0;38;0;0;1;0;4;0;6;6;yes;3;0;7;1;3;1;2;3
3rd (50);04:51;16;-2;4;7;6;0;0;19;3;1;3;2;0;10;no;13;1;0;2;4;4;3;0
4th (48);08:25;0;-6;5;20;25;0;4;0;4;0;0;11;8;0;no;8;6;0;0;0;4;4;0
5th (34);03:43;6;-4;4;3;5;0;5;15;1;0;0;2;6;6;yes;2;1;0;3;3;2;5;3
1st (58);04:02;13;0;3;7;24;0;3;8;3;0;3;6;7;8;no;13;6;0;1;3;1;4;0
2nd (57);03:43;12;-1;3;7;26;0;5;5;2;0;3;21;4;9;no;11;5;0;1;4;5;1;0
3rd (55);03:47;0;-4;6;10;16;16;0;11;3;0;4;7;13;2;no;12;3;5;1;1;1;2;2
4th (54);03:25;14;-1;7;20;2;0;4;8;4;0;0;6;18;11;no;8;1;0;1;5;1;5;1
5th (53);05:05;0;-5;2;3;0;36;0;17;2;1;5;10;8;3;no;14;0;8;2;1;1;3;2
1st (56);03:28;0;-6;3;3;4;48;4;0;3;2;3;4;3;0;no;14;1;8;1;0;2;2;2
2nd (54);05:54;14;0;0;15;24;1;0;0;3;0;1;8;8;6;yes;1;5;1;0;3;0;4;2
3rd (51);04:48;11;-1;5;2;21;0;0;13;1;1;2;8;18;8;no;12;5;0;2;4;1;3;1
4th (51);03:38;0;-3;4;7;18;13;2;10;3;0;1;12;14;3;no;13;3;4;1;2;2;2;1
5th (46);05:14;14;-1;0;3;4;10;5;11;3;0;2;13;2;9;no;9;1;2;2;4;5;2;1
1st (55);04:45;8;-2;3;7;23;0;0;16;3;1;0;10;10;4;no;13;5;0;3;2;3;1;0
2nd (54);04:34;11;-1;14;3;5;10;12;0;2;0;1;0;30;7;no;14;1;3;0;3;2;6;3
3rd (48);03:03;15;0;3;5;24;1;0;0;2;1;3;16;10;10;no;12;5;1;0;5;2;2;0
4th (45);04:51;3;-4;3;3;7;18;7;8;3;1;1;12;8;2;no;9;1;4;1;1;2;4;3
5th (45);05:40;0;-4;1;20;15;0;7;6;4;1;0;26;6;4;no;8;3;0;1;2;3;4;0
1st (61);05:16;4;-2;5;20;16;0;9;9;4;0;0;16;6;3;no;8;3;0;1;2;3;5;0
2nd (60);05:14;17;0;8;10;13;0;3;9;3;1;2;14;9;8;no;12;3;0;1;4;3;3;0
3rd (58);04:34;18;0;8;3;7;0;4;18;1;1;2;5;15;8;no;11;1;0;2;3;5;4;1
4th (45);07:13;0;-5;4;3;32;0;2;9;2;1;2;10;15;3;yes;7;8;0;1;1;3;2;1
5th (45);04:45;0;-6;3;5;0;43;0;0;2;1;6;10;10;6;no;10;0;9;0;2;1;1;2
1st (57);04:32;17;0;13;10;7;0;0;10;3;1;2;6;16;6;no;12;1;0;1;3;5;4;0
2nd (57);05:41;11;-1;6;3;19;0;7;12;1;0;1;10;13;4;no;11;4;0;2;2;4;3;2
3rd (55);08:55;14;-1;2;5;24;0;3;8;3;0;1;9;8;6;no;10;5;0;0;3;2;3;2
4th (52);06:49;0;-6;2;3;4;48;1;0;1;2;4;12;9;0;yes;7;1;9;0;0;1;2;2
5th (44);08:37;0;-4;0;3;24;0;2;19;2;2;2;16;7;1;no;9;6;0;3;1;2;2;2
1st (71);02:39;18;0;5;3;9;10;3;23;3;1;2;12;16;6;no;9;2;2;3;3;3;2;1
2nd (64);03:19;2;-3;2;10;10;43;0;0;3;0;7;14;14;4;yes;7;2;9;0;2;1;2;0
3rd (53);03:07;8;-4;5;7;32;0;0;5;3;2;1;6;16;5;no;13;7;0;1;2;0;3;0
4th (52);03:26;6;-2;4;10;8;21;0;5;3;0;1;18;15;4;no;12;1;6;1;2;1;2;2
5th (36);05:46;5;-4;1;20;6;0;4;4;4;2;0;17;6;5;no;8;1;0;1;2;4;4;0
1st (68);04:26;16;-2;10;10;12;0;3;19;3;1;0;15;16;4;no;12;2;0;3;2;3;3;1
2nd (53);06:03;18;0;4;10;10;0;3;8;3;1;1;12;12;12;yes;4;2;0;1;5;3;3;0
3rd (52);04:42;1;-3;3;3;8;25;0;15;2;0;3;10;20;1;yes;2;3;5;2;1;1;4;0
4th (43);04:46;5;-3;7;13;14;4;3;0;3;0;1;9;12;4;no;8;3;1;1;2;4;2;2
5th (37);04:36;1;-5;1;3;30;0;7;0;3;1;0;22;8;3;no;14;6;0;0;2;4;3;2
1st (61);05:24;16;-1;4;7;14;10;0;11;2;1;1;13;8;6;no;11;3;2;2;2;4;2;0
2nd (59);04:13;0;-5;4;10;12;38;0;0;3;1;6;14;9;0;no;12;3;8;0;0;0;2;1
3rd (51);06:03;1;-4;6;7;11;10;7;13;3;0;0;6;12;1;no;13;2;3;2;1;2;4;1
4th (50);05:52;16;0;1;5;11;1;0;16;3;1;4;12;10;9;no;10;4;1;2;4;1;2;0
5th (38);04:06;9;-2;7;3;15;5;1;0;1;0;1;8;14;7;yes;7;2;3;0;3;4;4;1
1st (62);04:36;15;-1;6;2;14;26;0;0;1;0;2;6;18;7;no;14;3;6;0;3;2;3;1
2nd (55);03:20;17;0;1;3;19;0;0;15;1;1;3;7;4;9;no;11;5;0;2;4;2;2;1
3rd (53);03:37;0;-6;3;3;10;16;6;21;3;0;2;10;9;0;no;9;2;3;3;0;4;3;3
4th (51);03:50;8;-4;1;8;0;36;2;0;2;0;3;24;12;5;no;8;0;7;1;2;2;3;1
5th (46);04:03;4;-3;5;7;29;0;4;0;3;1;0;14;18;3;no;13;5;0;0;2;2;4;1
1st (57);02:24;11;-3;3;20;6;0;4;16;4;1;1;11;5;7;no;8;1;0;2;3;3;3;1
2nd (54);03:32;3;-3;1;10;11;16;0;16;3;0;1;14;14;2;yes;2;2;2;3;1;1;4;2
3rd (46);02:31;5;-3;3;0;13;28;0;0;0;2;6;10;12;8;yes;5;3;7;0;3;1;0;2
4th (45);02:22;4;-3;6;10;9;13;0;6;3;0;3;5;11;2;yes;7;2;4;1;2;4;2;1
5th (45);04:29;17;0;1;10;14;0;3;0;3;1;4;6;4;9;yes;4;4;0;0;4;3;3;0
1st (59);04:50;5;-2;6;15;8;0;9;18;3;0;0;8;1;3;yes;1;1;0;2;1;3;6;2
2nd (55);05:17;8;-3;0;10;32;0;0;8;3;0;3;6;6;5;yes;3;7;0;1;2;2;3;0
3rd (54);05:11;0;-4;7;7;22;10;3;9;3;0;2;6;11;0;no;13;5;3;1;0;4;2;0
4th (49);07:32;17;-1;5;3;0;16;3;6;2;0;4;2;15;8;yes;7;0;5;1;4;2;3;2
5th (41);08:35;10;-2;1;3;11;16;2;0;3;4;2;17;6;5;no;9;2;2;1;3;2;3;0
1st (64);02:52;0;-3;2;3;4;55;3;0;3;0;6;18;8;1;no;9;1;9;0;1;3;1;1
2nd (53);03:12;5;-1;5;3;0;13;0;28;2;0;2;8;24;7;no;14;0;4;4;3;1;4;2
3rd (53);03:11;16;0;5;5;18;2;0;7;2;0;2;3;19;8;no;10;4;2;1;4;0;3;2
4th (42);04:21;8;-2;3;13;20;0;0;0;3;0;4;5;7;6;no;8;4;0;0;3;4;2;2
5th (37);02:45;3;-2;3;7;26;0;0;0;2;4;1;24;0;7;no;11;6;0;0;2;3;1;0
1st (60);03:09;18;0;1;10;2;25;4;0;3;0;4;12;4;6;yes;2;1;5;0;3;2;2;2
2nd (54);03:26;13;-1;2;2;17;16;5;0;1;0;2;12;8;4;no;14;3;3;1;3;5;2;1
3rd (50);03:29;14;-2;5;5;20;1;0;7;2;0;1;2;11;9;no;12;4;1;1;4;0;4;2
4th (44);02:36;0;-6;3;0;17;21;3;6;0;0;5;8;4;0;yes;6;4;6;1;0;2;3;2
5th (38);04:40;0;-6;10;5;12;0;3;14;3;3;2;6;13;0;no;10;3;0;2;0;4;3;0
1st (59);03:33;16;-1;4;3;23;10;4;0;3;0;2;16;9;6;no;14;4;3;0;3;4;2;2
2nd (53);03:18;0;-4;4;5;24;13;3;8;3;0;5;10;15;0;no;10;6;3;1;0;1;1;3
3rd (50);04:04;12;-1;5;7;16;2;3;6;3;1;0;8;7;6;no;13;3;2;1;3;2;3;0
4th (49);05:10;1;-4;1;10;0;13;0;28;3;0;2;9;12;4;yes;2;0;3;4;2;2;4;0
5th (47);02:35;13;-2;5;8;14;0;6;3;2;1;1;11;11;8;no;8;4;0;1;3;4;3;0
1st (58);04:06;10;-2;5;13;32;0;0;0;3;0;1;8;23;7;no;8;6;0;0;4;2;3;0
2nd (57);05:03;8;-3;6;10;13;16;7;0;3;0;3;24;10;5;no;12;3;4;0;2;3;1;2
3rd (55);05:38;4;-3;7;10;18;0;0;19;3;1;0;4;14;1;yes;6;4;0;3;1;1;4;1
4th (51);05:51;5;-4;4;10;12;16;8;0;3;0;3;18;10;3;yes;2;3;3;0;1;5;3;0
5th (51);05:27;16;-1;3;7;4;0;4;18;2;0;0;11;8;10;no;11;1;0;2;4;3;4;2
1st (67);03:17;9;-1;7;10;6;25;4;7;3;0;2;12;16;3;no;12;1;4;2;2;1;4;1
2nd (56);04:48;18;0;5;3;16;1;7;6;3;1;1;11;11;6;no;14;5;1;1;3;3;2;2
3rd (54);05:36;14;0;2;7;17;10;4;0;3;0;2;12;8;9;no;13;3;3;0;4;4;1;0
4th (47);02:46;0;-6;6;3;23;18;3;0;3;1;3;9;15;2;no;9;5;4;0;1;3;2;1
5th (37);05:43;0;-6;3;10;8;4;4;14;3;0;1;12;6;3;yes;3;1;2;2;1;4;4;1
1st (81);03:07;11;-2;5;2;7;55;3;0;1;0;6;10;20;4;no;14;1;10;0;2;1;3;1
2nd (58);04:46;0;-5;2;10;26;13;0;12;3;0;4;20;13;0;no;12;5;4;2;0;2;1;1
3rd (51);04:55;17;0;4;7;15;0;0;8;2;1;1;13;10;11;no;11;3;0;1;4;2;4;1
4th (48);04:41;9;-2;4;20;9;0;0;8;4;0;0;12;23;8;no;8;2;0;1;4;2;3;2
5th (38);05:54;6;-4;2;5;19;1;3;6;3;1;1;15;4;9;no;10;5;1;0;4;3;1;0
1st (62);09:37;18;0;2;10;22;0;0;10;3;2;1;6;6;9;yes;3;4;0;1;4;0;4;0
2nd (55);06:20;18;0;4;10;23;0;0;0;3;2;2;8;2;7;yes;4;5;0;0;3;2;3;0
3rd (52);06:16;0;-6;6;10;16;10;7;9;3;0;2;4;10;2;yes;6;3;3;1;1;3;4;0
4th (48);04:00;5;-3;2;0;6;38;0;0;0;2;6;10;5;5;yes;7;2;7;1;2;1;1;2
5th (43);05:31;0;-4;7;20;3;0;9;8;4;0;2;3;8;2;no;8;1;0;2;1;5;4;1
1st (58);03:14;12;-1;4;7;17;0;3;16;3;1;0;8;12;7;no;13;3;0;2;4;2;3;0
2nd (57);06:15;5;-4;2;5;12;31;0;6;2;0;4;12;10;3;no;12;2;6;2;1;1;2;2
3rd (50);03:14;3;-3;4;20;5;0;5;16;4;1;0;14;14;2;no;8;1;0;2;1;3;5;1
4th (49);03:03;9;-3;6;5;20;0;3;9;3;1;2;4;10;6;no;10;4;0;1;3;3;3;0
5th (48);03:59;11;-1;6;3;20;0;9;0;2;1;1;22;14;8;no;9;5;0;0;4;5;2;1
1st (65);03:04;13;-1;2;2;26;9;0;14;1;0;2;15;6;3;no;12;4;3;2;2;2;3;1
2nd (57);04:55;17;-1;1;3;15;18;0;4;3;0;3;10;12;8;no;14;3;5;1;4;1;3;1
3rd (54);03:23;0;-6;9;7;11;26;7;0;3;0;5;6;14;0;no;13;2;6;1;0;4;2;0
4th (42);04:22;5;-5;9;10;6;0;9;8;3;2;1;4;13;5;yes;3;2;0;1;2;2;6;0
5th (39);04:55;10;-2;3;3;6;10;0;9;3;4;1;18;8;7;no;9;1;2;1;4;2;2;2
1st (63);06:28;18;0;3;3;27;0;6;6;3;0;1;22;11;7;no;14;6;0;1;4;4;3;0
2nd (57);04:53;13;-1;11;10;9;1;4;10;3;0;0;4;13;5;no;12;2;1;1;3;3;4;1
3rd (54);04:23;8;-4;3;7;15;25;0;0;3;0;3;10;20;2;no;13;4;5;1;1;0;3;1
4th (48);06:10;5;-5;5;5;14;1;0;23;3;1;1;11;16;6;no;10;3;1;2;2;1;2;3
5th (42);04:31;1;-5;0;20;8;10;8;0;4;2;2;15;2;1;no;8;1;3;0;1;4;3;0
1st (60);05:05;18;0;6;10;12;5;0;9;3;0;3;12;10;7;yes;7;3;3;1;4;2;3;0
2nd (58);07:33;13;0;5;10;20;10;0;0;3;0;0;6;15;5;yes;6;3;3;0;2;2;3;2
3rd (53);06:35;0;-1;4;15;15;0;10;10;3;2;4;12;2;2;yes;1;4;0;1;1;7;0;0
4th (46);03:46;0;-3;4;10;10;16;0;9;3;0;2;10;13;2;yes;5;2;5;1;1;0;3;3
5th (42);04:36;0;-5;3;10;11;9;6;8;3;0;0;12;12;3;yes;2;2;2;1;1;2;6;1
1st (59);05:13;18;0;5;3;21;0;4;8;2;0;2;3;12;9;yes;6;4;0;1;5;4;2;0
2nd (56);04:37;16;-2;6;5;0;31;0;0;2;1;5;8;11;8;no;12;0;7;0;3;1;3;1
3rd (51);05:37;1;-4;3;3;17;26;5;0;2;1;3;12;10;1;no;14;4;6;0;1;2;3;1
4th (46);06:18;8;-3;3;10;6;0;3;19;3;0;0;18;9;8;yes;4;1;0;3;3;3;4;1
5th (34);07:47;1;-5;0;3;20;10;0;5;3;0;1;7;6;7;no;9;4;2;1;3;2;4;1
1st (58);09:11;16;-1;5;15;16;0;7;0;3;0;0;15;12;7;yes;1;3;0;0;3;4;3;2
2nd (52);03:57;1;-4;6;10;20;10;3;6;3;0;2;8;12;1;yes;6;4;3;1;1;3;2;1
3rd (52);06:31;16;0;3;10;15;0;0;8;3;2;0;12;8;6;yes;7;3;0;2;3;2;3;1
4th (48);07:06;4;-3;0;0;4;38;0;5;0;2;3;20;4;4;no;11;1;7;2;2;2;1;1
5th (45);05:07;5;-4;9;10;17;1;7;0;3;0;2;6;25;6;yes;3;3;1;0;2;3;4;2
1st (63);03:52;16;-1;6;7;26;0;9;0;2;0;3;12;13;7;no;11;6;0;0;2;3;2;3
2nd (55);03:50;4;-3;8;20;22;0;4;0;4;1;0;10;19;6;no;8;4;0;0;3;2;4;0
3rd (54);04:30;0;-5;3;3;3;38;0;12;3;1;2;10;15;0;no;9;1;6;2;0;2;3;1
4th (52);05:56;13;-1;4;5;20;0;3;8;3;1;1;13;10;5;no;10;5;0;1;3;2;0;3
5th (51);03:02;10;-3;2;3;0;26;4;9;2;0;2;17;5;7;no;14;0;6;1;3;4;4;0
1st (59);03:59;0;-5;2;7;26;26;3;0;3;0;2;6;8;0;no;13;5;6;0;0;1;3;0
2nd (55);04:56;9;-2;6;3;5;10;4;20;3;2;1;8;7;1;no;9;1;2;3;1;3;4;1
3rd (48);02:24;18;0;7;5;14;0;4;0;2;0;1;4;8;12;no;12;3;0;0;6;3;3;1
4th (48);03:35;8;-3;6;5;20;0;6;6;2;1;2;6;6;4;no;10;4;0;1;2;4;3;1
5th (29);04:42;8;-3;1;10;5;8;0;0;3;0;3;11;6;9;yes;4;1;4;0;3;4;3;0
1st (50);03:36;16;-1;5;5;15;0;3;7;3;0;1;14;10;10;no;10;4;0;0;4;3;3;1
2nd (50);05:31;6;-3;4;3;14;10;4;12;2;0;0;2;12;4;no;14;4;3;2;2;2;4;1
3rd (49);02:37;0;-5;4;15;16;0;3;16;3;1;0;10;9;2;yes;1;3;0;3;1;3;3;1
4th (49);02:55;14;0;1;7;15;10;2;0;3;0;1;3;4;9;no;13;2;3;0;4;3;2;1
5th (46);04:06;3;-2;1;0;14;21;4;5;0;1;5;6;0;3;no;12;3;6;1;2;1;2;2
1st (58);05:34;17;0;6;5;13;0;0;17;3;0;0;3;18;9;no;10;2;0;1;5;1;3;3
2nd (57);04:54;0;-5;5;0;12;36;0;9;0;0;4;10;18;0;no;9;2;8;1;0;3;1;3
3rd (57);04:14;16;-1;4;10;22;0;6;0;3;0;1;20;8;7;no;12;5;0;0;3;3;3;1
4th (53);04:26;9;-2;6;10;15;0;7;8;3;0;2;14;6;4;yes;4;4;0;1;2;4;4;0
5th (52);02:57;1;-5;2;20;8;0;0;26;4;0;0;14;11;6;no;8;2;0;3;3;3;3;0
1st (59);04:59;18;0;1;7;16;0;3;14;2;0;1;21;9;11;no;11;3;0;2;4;3;2;2
2nd (55);02:44;4;-3;1;3;0;50;0;0;1;1;7;8;2;3;no;9;0;10;0;2;1;0;3
3rd (54);03:18;8;-4;10;5;15;0;6;14;3;0;1;11;19;7;no;10;3;0;1;3;4;3;1
4th (42);04:42;8;-3;2;13;14;0;0;8;3;1;4;5;8;9;no;8;4;0;1;4;3;2;0
5th (41);04:48;5;-3;5;3;21;0;3;7;3;0;0;2;9;5;no;14;5;0;1;3;2;5;2
1st (53);07:16;5;-4;1;10;23;18;0;0;3;0;2;6;10;3;yes;3;5;5;0;1;0;2;2
2nd (52);06:20;9;-1;3;10;6;13;4;8;3;0;1;12;10;4;yes;2;2;3;1;2;2;3;2
3rd (51);06:33;3;-4;11;15;18;0;8;0;3;2;2;2;9;2;yes;1;4;0;0;1;5;3;0
4th (49);05:45;17;0;1;3;11;1;4;12;2;0;2;9;0;8;yes;4;2;1;2;3;4;4;0
5th (41);05:24;5;-2;3;10;9;16;0;0;3;0;2;8;8;7;yes;5;2;3;1;3;2;2;2
1st (53);04:55;9;0;4;0;14;26;0;0;0;0;5;4;17;8;yes;1;3;6;0;4;1;2;2
2nd (50);06:27;11;-1;2;10;16;0;3;9;3;1;2;10;4;7;yes;6;4;0;1;3;3;3;0
3rd (43);06:18;0;-3;8;10;18;1;9;0;3;0;0;14;14;4;yes;5;3;1;0;2;3;3;3
4th (42);07:23;8;0;4;7;19;0;4;0;2;2;0;22;12;8;no;11;4;0;0;3;2;3;2
5th (40);05:39;3;-5;8;5;8;0;3;18;3;1;1;5;8;4;no;10;2;0;2;2;5;3;0
1st (53);06:33;3;-5;1;3;13;38;0;0;2;3;6;10;4;2;no;14;3;7;1;1;1;1;1
2nd (50);04:21;9;-2;5;20;8;0;4;6;4;0;1;4;8;9;no;8;2;0;1;4;2;5;0
3rd (47);05:20;10;-2;9;7;12;0;3;8;3;1;0;8;14;8;no;13;2;0;1;4;5;2;0
4th (46);06:28;6;-4;5;10;16;10;3;0;3;0;3;6;13;4;yes;3;3;3;0;2;3;3;1
5th (46);04:05;16;-1;1;3;12;0;8;7;2;0;2;16;5;10;yes;4;3;0;1;4;4;2;2
1st (70);04:42;0;-6;4;10;0;62;0;0;3;1;7;10;6;0;no;12;0;11;0;0;0;1;2
2nd (59);05:35;18;0;0;7;24;0;0;10;3;1;1;14;8;6;no;13;5;0;2;3;1;3;0
3rd (53);05:49;12;-1;3;7;13;0;4;15;2;0;0;13;4;8;no;11;3;0;2;3;4;2;2
4th (50);04:14;14;-1;5;10;6;1;4;11;3;0;3;4;13;9;yes;3;1;1;1;4;4;4;0
5th (41);06:39;0;-6;11;8;22;0;6;0;2;2;0;8;18;2;yes;1;4;0;0;1;4;4;1
1st (54);02:40;0;-6;2;2;14;26;0;16;1;0;3;6;4;0;no;12;3;6;2;0;2;3;1
2nd (52);05:29;9;-2;2;7;24;0;2;10;2;0;2;8;4;3;no;11;5;0;2;1;3;4;1
3rd (51);04:31;12;-2;2;3;11;13;4;8;2;0;2;4;6;6;no;14;3;4;1;3;1;4;2
4th (50);03:19;11;-2;9;7;18;0;7;0;3;1;0;7;6;8;no;13;3;0;0;4;4;2;1
5th (37);04:35;12;-2;1;0;6;13;0;7;0;0;3;6;11;11;no;8;2;4;1;5;1;5;0
1st (65);06:18;16;-1;3;7;22;0;3;15;2;1;3;10;6;7;no;11;5;0;2;2;3;2;1
2nd (59);07:02;18;0;6;3;9;10;7;6;3;0;0;10;16;7;no;14;2;3;1;4;3;4;1
3rd (57);03:49;9;-3;12;10;10;0;5;14;3;0;1;6;25;4;no;12;2;0;2;2;3;5;1
4th (50);04:50;0;-5;3;3;19;26;4;0;3;1;1;21;14;3;no;9;4;5;0;1;3;2;2
5th (41);05:13;1;-5;1;10;21;4;3;6;3;1;3;14;0;3;yes;3;5;2;1;2;2;2;0
1st (58);03:49;5;-4;6;3;6;31;0;11;2;1;3;12;20;3;no;14;1;7;1;1;1;4;2
2nd (58);03:02;13;-2;1;10;15;0;0;21;3;1;2;13;8;8;yes;3;4;0;3;3;3;1;0
3rd (48);04:32;18;0;8;10;9;0;3;0;3;2;1;0;10;8;yes;4;2;0;0;4;2;5;0
4th (48);04:38;4;-4;4;7;16;9;3;9;3;2;1;8;3;3;no;13;3;2;2;2;1;3;0
5th (45);03:51;4;-4;3;3;33;0;6;0;2;4;2;14;6;1;no;9;7;0;0;1;4;2;0
